Region,District,Subcounty,Service outlet,Tracker HF ID,KP Tracker /HIBRID Mechanism name,DATIM ID,DATIM Subcounty ID,DATIM Subcounty Name,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Period,"HIV_Prev_Numerator: 
Overall Total","HIV_Prev.1_ 10-14 Years, Female","HIV_Prev.2_ 10-14 Years, Male","HIV_Prev.3_ (15 - 19) Years, Female","HIV_Prev.4_ (15 - 19) Years, Male","HIV_Prev.5_ 20-24 Years, Female","HIV_Prev.6_ 20-24 Years, Male","HIV_Prev.7_ 25-29 Years, Female","HIV_Prev.8_ 25-29 Years, Male","HIV_Prev.9_ 30-34 Years, Female","HIV_Prev.10_ 30-34 Years, Male","HIV_Prev.11_ (35 - 39) Years, Female","HIV_Prev.12_ (35 - 39) Years, Male","HIV_Prev.13_ 40-44 Years, Female","HIV_Prev.14_ 40-44 Years, Male","HIV_Prev.15_45-49 Yrears, Female","HIV_Prev.16_45-49 Yrears, Male","HIV_Prev.17_ 50+ Years, Female","HIV_Prev.18_ 50+ Years, Male",HIV_Prev.19_PP_PREV HTS services: Overall Total,HIV_Prev.20_Known HIV Positive,HIV_Prev.21_Newly tested and/or referred for testing,HIV_Prev.22_Declined testing and/or referral,HIV_Prev.23_Test not required based on risk assessment,PP_PREV_Displaced Persons,PP_PREV.1_Clients of  Sex Workers,PP_PREV.2_Military and other Uniform Services,PP_PREV.3_Mobile Populations,PP_PREV.4_Fishing communities,PP_PREV.5_Non-injecting drug users,PP_PREV.6_Any Other Priority Population,PP_PREV2_Adolescents (10-24),PP_PREV3_Displaced Persons,PP_PREV4_Discordant Couples,PP_PREV5_Clients of  Sex Workers,PP_PREV6_Military and other Uniform Services,PP_PREV7_Mobile Populations,PP_PREV8_Truck Drivers,PP_PREV9_Fishing communities,PP_PREV10_Non-injecting drug users,PP_PREV11_Any Other Priority Population,HIV_test_Adolescents (10-24),HIV_test.1_Displaced Persons,HIV_test.2_Discordant Couples,HIV_test.3_Clients of  Sex Workers,HIV_test.4_Military and other Uniform Services,HIV_test.5_Mobile Populations,HIV_test.6_Truck Drivers,HIV_test.7_Fishing communities,HIV_test.8_Non-injecting drug users,HIV_test.9_Any Other Priority Population,HIV_pos_test_Adolescents (10-24),HIV_pos_test.1_Displaced Persons,HIV_pos_test.2_Discordant Couples,HIV_pos_test.3_Clients of  Sex Workers,HIV_pos_test.4_Military and other Uniform Services,HIV_pos_test.5_Mobile Populations,HIV_pos_test.6_Truck Drivers,HIV_pos_test.7_Fishing communities,HIV_pos_test.8_Non-injecting drug users,HIV_pos_test.9_Any Other Priority Population,New_ART_Adolescents (10-24),New_ART.1_Displaced Persons,New_ART.2_Discordant Couples,New_ART.3_Clients of  Sex Workers,New_ART.4_Military and other Uniform Services,New_ART.5_Mobile Populations,New_ART.6_Truck Drivers,New_ART.7_Fishing communities,New_ART.8_Non-injecting drug users,New_ART.9_Any Other Priority Population,PP_ART_Adolescents (10-24),PP_ART.1_Displaced Persons,PP_ART.2_Discordant Couples,PP_ART.3_Clients of  Sex Workers,PP_ART.4_Military and other Uniform Services,PP_ART.5_Mobile Populations,PP_ART.6_Truck Drivers,PP_ART.7_Fishing communities,PP_ART.8_Non-injecting drug users,PP_ART.9_Any Other Priority Population,VL eligible_Adolescents (10-24),VL eligible.1_Displaced Persons,VL eligible.2_Discordant Couples,VL eligible.3_Clients of  Sex Workers,VL eligible.4_Military and other Uniform Services,VL eligible.5_Mobile Populations,VL eligible.6_Truck Drivers,VL eligible.7_Fishing communities,VL eligible.8_Non-injecting drug users,VL eligible.9_Any Other Priority Population,VL_lab_doc_Adolescents (10-24),VL_lab_doc.1_Displaced Persons,VL_lab_doc.2_Discordant Couples,VL_lab_doc.3_Clients of  Sex Workers,VL_lab_doc.4_Military and other Uniform Services,VL_lab_doc.5_Mobile Populations,VL_lab_doc.6_Truck Drivers,VL_lab_doc.7_Fishing communities,VL_lab_doc.8_Non-injecting drug users,VL_lab_doc.9_Any Other Priority Population,VL_supp_Adolescents (10-24),VL_supp.1_Displaced Persons,VL_supp.2_Discordant Couples,VL_supp.3_Clients of  Sex Workers,VL_supp.4_Military and other Uniform Services,VL_supp.5_Mobile Populations,VL_supp.6_Truck Drivers,VL_supp.7_Fishing communities,VL_supp.8_Non-injecting drug users,VL_supp.9_Any Other Priority Population,summary_PP_PREV,summary.1_HTS_TST,summary.2_Known HIV Positive,summary.3_Newly tested and/or referred for testing,summary.4_Declined testing and/or referral,summary.5_Test not required based on risk assessment,summary.6_HTS_TST (Newly tested),summary.7_HTS_TST_POS,summary.8_TX_NEW,summary.9_TX_CURR,summary.10_VL eligible,summary.11_VL tested,summary.12_VL suppressed,summary.13_nan,PP_PREV2,subcounty_PP_PREV_total,pp_known_pos_subcounty,pct_pp_prev_pop_subcounty,pct_pp_pos_pop_subcounty,usaid,cdc,dod,subcounty_pop_adjusted
Kigezi,Kanungu District,Kanungu Kayonza Subcounty,Bwindi Community Hospital,VES7ks4zElA,0,HmNrv4Fc2Mq,mFmuac1EQxA,Kayonza Subcounty,VES7ks4zElA,Kanungu District,Buhoma Town Council,Bwindi Community Hospital,UPMB_LSD,81995,USAID,FY2024Q4,426,1,0,12,26,57,16,8,77,10,52,7,45,10,23,8,26,14,34,0,33,395,0,0,0,259,39,16,0,2,108,13,0,87,259,39,16,0,0,2,8,5,0,83,248,36,13,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,1,6,1,0,0,0,0,3,5,0,2,3,2,0,0,0,1,1,5,0,2,3,2,2,0,0,1,1,5,0,2,3,2,2,0,0,1,0,426,428,33.0,395,0,0,395,2,2,16,14,16,15,False,424,424,33,1.0,1.0,1,0,0,
Ankole,Mbarara District,Rwanyamahembe Subcounty,Bwizibwera HC IV,SMkx58aUYtC,0,W5VAo0l3yii,uhXnLOQikEG,Rwanyamahembe Town Council,SMkx58aUYtC,Mbarara District,Bwizibwera-Rutooma Town Council,Bwizibwera HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,118,0,0,12,12,32,6,2,13,5,11,5,1,2,4,1,5,0,7,0,7,194,0,0,0,18,0,69,0,2,109,47,0,56,18,0,0,69,0,2,6,44,0,56,17,0,0,69,0,2,6,0,0,0,5,0,0,2,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,201,7.0,194,0,0,194,7,7,5,1,1,0,False,198,198,7,1.0,1.0,1,0,0,
Busoga,Mayuge District,Malongo Subcounty (Mayuge District),Bwondha HC II,aHrBkRnFBmb,0,vTPFkSgteQL,GZBumx6n2Yi,Malongo Subcounty,aHrBkRnFBmb,Mayuge District,Bwondha Town Council,Bwondha HC II,MJAP_East Central Region,82000,USAID,FY2024Q4,190,0,0,12,14,27,7,11,32,1,27,4,18,2,10,0,8,5,12,0,6,143,0,0,0,58,0,0,98,0,34,5,0,9,58,0,0,0,98,0,20,5,0,9,58,0,0,0,64,0,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,190,149,6.0,143,0,0,143,2,2,2,6,3,3,True,190,999,11,0.1901901901901901,0.5454545454545454,1,0,0,
Kampala,Kampala District,Nakawa Division,China Uganda Friendship (Naguru) Regional Referral,h40pKp93Mtc,0,N77rZahAKZq,qYsuny8iNsQ,Nakawa Division,h40pKp93Mtc,Kampala District,Nakawa Division,Naguru Regional Referral Hospital,MoH_G2G_RRH Strategy,70367,CDC,FY2024Q4,39,0,0,1,2,5,0,0,3,4,10,4,3,3,2,1,0,0,1,0,0,37,0,0,0,15,0,0,0,4,21,0,0,21,15,0,0,0,0,4,0,0,0,20,13,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,0.0,37,0,0,37,1,0,1,0,0,0,False,40,2362,862,0.016934801016088,0.0,0,1,0,653067.38
Ankole,Bushenyi District,Kyamuhunga Town Council,Comboni Hospital,OEhMLFc4vaU,0,CzjWnorqJdq,OsjaKPi6N2r,Kyamuhunga Town Council,OEhMLFc4vaU,Bushenyi District,Kyamuhunga Town Council,Comboni Hospital,UPMB_LSD,81995,USAID,FY2024Q4,169,0,0,10,9,32,12,11,27,6,17,1,10,3,18,1,4,2,6,0,3,146,0,1,0,33,0,67,0,8,61,11,0,29,33,0,63,4,0,8,21,8,0,26,30,0,52,1,0,8,21,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,150,3.0,146,0,1,146,3,3,1,0,0,0,True,169,169,3,1.0,1.0,1,0,0,15298.59
Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,0,hQmvbYEfFz4,cTHB4vrDrXL,Dabani Subcounty,AhDvE2o9F3L,Busia District,Dabani Subcounty,Dabani Hospital,UPMB_LSD,81995,USAID,FY2024Q4,904,1,0,15,188,71,33,21,103,34,82,36,99,16,68,18,65,6,48,0,21,899,0,0,0,207,25,183,153,115,226,222,0,1,207,25,98,85,153,115,3,219,0,1,213,26,99,85,152,117,2,0,0,0,2,1,5,0,2,2,0,0,0,0,3,1,5,0,2,2,0,3,0,0,3,1,7,2,4,3,1,2,0,0,1,0,1,2,1,1,1,2,0,0,1,0,3,2,1,1,1,2,0,0,0,0,2,2,1,1,1,904,920,21.0,899,0,0,914,12,13,24,9,11,9,False,909,909,21,1.0,1.0,1,0,0,30016.26
North Central,Mukono District,Kkoome Island Subcounty,Damba HC II,UPSV6y2j0B0,0,SBwtIP9cq8q,kACIvpPsuGg,Koome island Subcounty,UPSV6y2j0B0,Mukono District,Koome island Subcounty,Damba HC II,WALTER REED_MUWRP,160699,DOD,FY2024Q4,348,0,0,10,30,42,14,19,54,19,36,10,26,12,36,8,13,5,14,0,7,339,0,2,0,47,0,0,287,0,14,14,0,0,47,0,0,0,287,0,0,14,0,0,45,0,0,0,280,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,5,0,5,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,0,5,0,0,348,348,7.0,339,0,2,339,11,11,10,12,7,7,True,348,1303,34,0.2670759785111282,0.2058823529411764,0,0,1,
Bunyoro,Kiryandongo District,Mutunda Subcounty,Diima HC III,xO0dHAa2wFK,0,yh3A24akxee,x4A6mU8wjIt,Mutunda Subcounty,xO0dHAa2wFK,Kiryandongo District,Diima Subcounty,Diima HC III,Baylor_Hoima Region,81977,CDC,FY2024Q4,38,0,0,3,3,7,2,1,7,0,7,0,1,1,0,0,0,0,6,0,8,24,0,8,0,28,0,1,0,0,9,0,0,5,28,0,1,0,0,0,4,0,0,5,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,38,40,8.0,24,0,8,24,2,2,7,6,5,5,True,38,38,8,1.0,1.0,0,1,0,65081.58
Lango,Dokolo District,Dokolo Town Council,Dokolo HC IV,KBNJtdMGHlZ,0,v6z93eia5bo,jKqcM7dtYyR,Dokolo Town Council,KBNJtdMGHlZ,Dokolo District,Dokolo Town Council,Dokolo HC IV,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,225,0,0,10,24,32,9,25,22,11,22,11,22,8,9,6,4,2,8,0,1,224,0,0,0,30,7,72,8,3,105,19,0,33,30,7,69,3,8,3,53,19,0,33,30,7,69,3,7,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,225,225,1.0,224,0,0,224,0,0,0,2,1,1,True,225,225,1,1.0,1.0,1,0,0,16322.41
South Central,Mpigi District,Mpigi Town Council,Double Cure Med Center HC III,aOHWQc76Dvu,0,zP4THIJhG47,GCUKuGUYHEz,Mpigi Town Council,aOHWQc76Dvu,Mpigi District,Mpigi Town Council,Double Cure Hospital,UPMB,84980,CDC,FY2024Q4,201,0,0,14,14,46,8,5,41,1,16,1,16,4,6,4,5,3,17,0,0,200,0,0,0,41,6,101,0,29,24,17,0,6,41,6,88,13,0,29,1,17,0,6,41,6,87,13,0,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,200,0.0,200,0,0,200,1,1,0,0,0,0,True,201,641,45,0.313572542901716,0.0,0,1,0,89321.6
Bunyoro,Hoima District,Kitoba Subcounty,Dwoli HC III,aPr9XQM36Dn,0,GTKIxdnfco1,rhmZQxxjBNB,Kitoba Subcounty,aPr9XQM36Dn,Hoima District,Kitoba Subcounty,Dwoli HC III,Baylor_Hoima Region,81977,CDC,FY2024Q4,188,2,0,11,8,48,5,3,47,6,29,1,11,1,10,0,2,1,3,0,34,162,0,0,0,111,0,44,0,2,31,1,0,30,111,0,40,4,0,2,0,1,0,11,140,1,56,4,0,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,7,6,0,2,0,0,0,0,1,0,20,4,0,0,0,0,0,0,1,0,20,4,0,0,0,0,0,0,1,0,19,4,0,0,0,0,0,0,188,196,34.0,162,0,0,215,8,8,16,25,25,24,True,188,188,34,1.0,1.0,0,1,0,35854.3
Teso,Soroti City,Eastern Division (Soroti MC),Eastern Division HC III,YS1I62rL00h,0,YRU5qIg7Pzz,wx0l6fyeKYm,Soroti West Division,YS1I62rL00h,Soroti City,Soroti East Division,Eastern Division HC III,AIC_Soroti Region,87041,CDC,FY2024Q4,67,0,0,8,0,18,1,0,18,0,11,1,7,1,1,0,1,0,0,0,0,67,0,0,0,68,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0.0,67,0,0,67,0,0,0,0,0,0,False,68,68,0,1.0,,0,1,0,
West Nile,Arua District,Pajulu Subcounty,Ediofe HC III,gFKBc8qBhBm,0,V70KoHtMkhL,W9MBDMLbeuz,Pajulu Subcounty,sJUxokN1Svo,Arua City,Ayivu Division,Ediofe HC III,UEC,81974,CDC,FY2024Q4,146,0,0,4,0,42,0,0,40,0,44,0,8,0,7,0,1,0,0,0,0,146,0,0,0,78,0,68,0,0,0,0,0,0,78,0,20,48,0,0,0,0,0,0,78,0,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0.0,146,0,0,146,0,0,0,0,0,0,True,146,146,0,1.0,,0,1,0,
Ankole,Isingiro District,Endiinzi Town Council,Endiizi HC III,HUkwcrf8Ozd,0,xEQZw98icGs,PlFMKHl4TZl,Endiinzi Town Council,HUkwcrf8Ozd,Isingiro District,Endiinzi Town Council,Endiizi HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,131,0,0,15,2,51,1,3,23,3,8,2,12,0,7,0,2,0,2,0,8,265,0,0,0,175,0,0,0,0,98,0,0,41,175,0,0,0,0,0,57,0,0,40,168,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,131,273,8.0,265,0,0,265,0,0,5,7,7,7,False,273,273,8,1.0,1.0,1,0,0,7516.94
South Central,Wakiso District,Entebbe Division A,Entebbe National Referral Hospital,yApOnywci25,0,HkespfZOmWh,oYfOdauqtx9,Division A,yApOnywci25,Wakiso District,Division A,Entebbe Regional Referral Hospital,MoH_G2G_RRH Strategy,70367,CDC,FY2024Q4,705,0,0,8,62,82,10,22,155,20,129,8,64,4,52,2,40,2,45,0,0,705,0,0,0,356,20,113,79,3,134,47,0,55,356,20,94,19,79,3,32,47,0,55,356,20,94,19,79,3,32,2,0,0,0,0,1,2,2,0,0,2,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,705,0.0,705,0,0,705,7,7,6,0,0,0,True,705,1890,391,0.373015873015873,0.0,0,1,0,
Lango,Amolatar District,Etam Town Council,Etam HC III,r4txax3dzBl,0,C5HLattqNW2,uiY1NOY1igh,Etam Subcounty,r4txax3dzBl,Amolatar District,Etam Town Council,Etam HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,497,0,0,26,44,37,31,30,50,57,50,33,46,13,22,8,23,6,21,0,43,459,0,0,0,4,0,0,269,3,221,0,0,0,4,0,0,0,269,3,221,0,0,0,0,0,0,0,249,0,215,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,5,0,8,0,0,0,1,0,0,0,19,3,10,0,0,0,3,0,25,0,25,3,3,0,0,0,3,0,0,0,25,3,3,0,0,0,3,0,0,0,25,3,3,497,502,43.0,459,0,0,464,13,13,33,59,34,34,True,497,497,43,1.0,1.0,1,0,0,15130.7
Kampala,Kampala District,Nakawa Division,Family Hope Centre Kampala Special Clinic,X0giNVjxX76,0,lG4VGauVw6u,qYsuny8iNsQ,Nakawa Division,X0giNVjxX76,Kampala District,Nakawa Division,Family Hope Centre Kampala Special Clinic,ROM_Kampala Region,87040,CDC,FY2024Q4,58,0,0,2,4,10,3,1,6,3,1,2,4,0,3,2,11,0,6,0,16,42,0,0,0,0,8,11,33,0,6,1,0,5,0,8,0,11,33,0,0,1,0,0,0,1,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,58,58,16.0,42,0,0,42,0,0,4,5,4,4,True,58,2362,862,0.0245554614733276,0.0185614849187935,0,1,0,653067.38
Tooro,Fort Portal City,Central Division,Fort Portal Regional Referral Hospital,Dt6WipQhr4Q,0,mx6xo68OYXn,Nmo0weyII1Z,Fort Portal Central Division,Dt6WipQhr4Q,Fort Portal City,Fort Portal Central Division,Fort Portal Regional Referral Hospital,MoH_G2G_RRH Strategy,70367,CDC,FY2024Q4,14,0,0,0,6,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,14,0,0,1,12,0,0,0,1,0,0,1,0,12,0,0,0,0,1,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.0,14,0,0,14,0,0,0,0,0,0,True,14,650,28,0.0215384615384615,0.0,0,1,0,
Busoga,Jinja City,Mpumudde Kimaka Division,Gaddafi Barracks HC III,BMmhOqlF4EB,0,OELkOLxvZxB,0,0,BMmhOqlF4EB,Jinja City,Jinja South Division,Gaddafi Barracks HC III,URC_DOD_UPDF,160698,DOD,FY2024Q4,102,0,0,0,0,6,0,0,26,1,28,0,21,0,6,1,6,0,7,0,0,31,0,5,0,1,101,0,0,0,0,0,0,0,1,101,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,36,0.0,31,0,5,31,0,0,0,0,0,0,True,102,296,4,0.3445945945945945,0.0,0,0,1,
North Central,Kayunga District,Galiraaya Subcounty,Galiraya HC III,yZIc8DX7kUx,0,dBzdlss1Jy8,bm5WgzF1G4j,Galiraya Subcounty,yZIc8DX7kUx,Kayunga District,Galiraya Subcounty,Galiraya HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,288,0,0,16,21,53,6,16,41,14,24,12,18,11,19,8,6,5,18,0,8,269,0,12,0,12,1,8,238,1,28,23,0,5,12,1,8,0,238,1,0,23,0,5,7,1,8,0,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,288,289,8.0,269,0,12,269,0,0,5,16,8,8,True,288,538,19,0.5353159851301115,0.4210526315789473,0,0,1,
South Central,Mpigi District,Nkozi Subcounty,Ggolo HC III,NHQdOv9RFcN,0,Cl9iddZKUkB,nNEnX3DQysS,Nkozi Subcounty,NHQdOv9RFcN,Mpigi District,Nkozi Subcounty,Ggolo HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,171,0,0,6,11,14,4,15,20,13,12,11,17,9,10,4,11,2,12,0,0,171,0,0,0,24,0,3,140,0,4,0,0,2,24,0,3,0,140,0,2,0,0,2,24,0,3,0,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,0.0,171,0,0,171,0,0,5,0,0,0,True,171,200,0,0.855,,0,1,0,86771.32
West Nile,Nebbi District,Nebbi Subcounty,Goli HC IV,F3VE0gdRXu1,0,QdulRrQM9VR,oFIdiW97Hpg,Nebbi Subcounty,F3VE0gdRXu1,Nebbi District,Jupangira Subcounty,Goli HC IV,UPMB,84980,CDC,FY2024Q4,96,0,0,5,14,15,12,9,9,7,4,2,3,2,2,0,2,1,9,0,0,96,0,0,0,0,1,1,2,0,92,22,0,27,0,1,0,1,2,0,43,22,0,27,0,1,0,1,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0.0,96,0,0,96,0,0,0,0,0,0,True,96,96,0,1.0,,0,1,0,25349.33
North Central,Mukono District,Goma Division,Goma HC III,NB0Ww6f0PiX,0,Kux1WMZkoM5,QPjF3bMWDy5,Goma Division,NB0Ww6f0PiX,Mukono District,Goma Division,Goma HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,593,0,0,7,156,42,72,79,60,40,48,16,24,11,14,4,9,2,9,0,1,458,0,132,0,89,5,267,0,0,232,207,0,25,89,5,248,19,0,0,0,198,0,25,82,5,141,6,0,0,0,2,0,0,1,0,5,2,0,0,0,2,0,0,1,0,5,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,593,591,1.0,458,0,132,457,10,10,3,1,1,1,True,593,593,1,1.0,1.0,0,0,1,191660.34
South Central,Butambala District,Gombe Town Council,Gombe (Butambala) Hospital,xuCJ8NBomxP,0,bt54qD5hHgu,w0Usg28mrQI,Gombe Town council,xuCJ8NBomxP,Butambala District,Gombe Town Council,Gombe Hospital,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,278,0,0,1,12,17,9,17,34,18,42,17,27,13,24,7,14,5,21,0,30,249,0,0,0,31,2,74,1,0,170,12,0,102,31,2,73,1,1,0,56,7,0,100,28,2,59,0,0,0,53,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,9,0,0,0,1,2,0,1,2,0,22,1,1,0,4,2,0,1,2,0,1,1,1,0,2,2,0,1,2,0,11,1,1,0,2,2,0,1,2,0,11,1,1,0,2,278,279,30.0,249,0,0,249,10,10,33,10,20,20,True,278,278,30,1.0,1.0,0,1,0,32039.18
Acholi,Gulu City,Gulu West,Gulu Military Hospital,x1UaYpPwx6c,0,OELkOLxvZxB,0,0,x1UaYpPwx6c,Gulu City,Bar-Dege Layibi Division,Gulu Military Hospital,URC_DOD_UPDF,160698,DOD,FY2024Q4,167,0,0,0,1,6,0,0,27,0,32,1,41,0,27,0,26,0,6,0,0,4,0,141,0,126,41,0,0,0,0,0,0,0,126,41,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,145,0.0,4,0,141,4,0,0,0,0,0,0,True,167,650,10,0.2569230769230769,0.0,0,0,1,
Acholi,Gulu City,Gulu East,Gulu Regional Referral Hospital,QDc7Wijvfca,0,NvlPFjiZQkr,W3w1G4g66ps,Gulu East,QDc7Wijvfca,Gulu City,Laroo Pece Division,Gulu Regional Referral Hospital,G2G Gulu,87626,USAID,FY2024Q4,131,0,0,8,6,11,21,11,18,6,13,7,6,4,6,2,5,3,4,0,1,163,0,0,0,13,2,20,1,10,118,20,0,79,13,2,13,7,1,10,19,20,0,80,13,2,14,7,1,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,164,1.0,163,0,0,165,0,0,1,1,1,0,False,164,683,60,0.240117130307467,0.0166666666666666,1,0,0,
Tooro,Kasese District,Lake Katwe Subcounty,Hamukungu HC II,bhJFKwRg9fE,0,M2W2iBPKDzy,jiHqlzZTpRh,Lakekatwe Subcounty,bhJFKwRg9fE,Kasese District,Lakekatwe Subcounty,Hamukungu HC II,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,201,0,0,20,18,39,2,9,28,2,32,2,18,4,9,0,8,0,10,0,2,200,0,1,0,15,1,0,175,0,10,10,0,0,15,1,0,0,175,0,0,10,0,0,15,1,0,0,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,203,2.0,200,0,1,200,1,1,2,0,0,0,True,201,967,64,0.2078593588417787,0.03125,0,1,0,
