Unnamed: 0,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,Agency,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees)",Fishing communities,"Military and other uniformed services (including police, border guards, and security workers),Female","Mobile Populations (e.g., migrant workers, truck drivers)",Non-injecting drug users,Discordant Couples,usaid,cdc,dod,total_facility,total_subcounty,pct_of_subcounty_reached,pct_usaid_subcounty,District,Subcounty,subcounty_pop_adjusted,total,pct_pop_prep
421,Lwengo District,Kisekka Subcounty,Lwengo Kinoni Govt HC III,CDC,0.0,0.0,107.0,0.0,0.0,0.0,0.0,1.0,205.0,10.0,43.0,0.0,0.0,0.0,15.0,0.0,6.0,0,1,0,206.0,362.0,0.569060773480663,0.0,Lwengo District,Kisekka Subcounty,101413.8,387.0,0.003816048703430894
422,Lwengo District,Kyazanga Town Council,Kyazanga HC IV,CDC,0.0,0.0,186.0,0.0,0.0,2.0,1.0,146.0,231.0,14.0,79.0,0.0,0.0,0.0,24.0,0.0,14.0,0,1,0,377.0,377.0,1.0,0.0,Lwengo District,Kyazanga Town Council,31303.76,697.0,0.022265695878067045
423,Lwengo District,Lwengo Subcounty,Kyetume HC III,CDC,1.0,0.0,78.0,0.0,0.0,2.0,0.0,2.0,325.0,42.0,166.0,0.0,0.0,0.0,15.0,0.0,15.0,0,1,0,327.0,676.0,0.4837278106508875,0.0,Lwengo District,Lwengo Subcounty,102820.78,646.0,0.006282776691637624
424,Lwengo District,Lwengo Subcounty,Lwengo HC IV,CDC,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,98.0,676.0,0.1449704142011834,0.0,Lwengo District,Lwengo Subcounty,102820.78,130.0,0.0012643358667382217
425,Lwengo District,Lwengo Subcounty,Mbirizi Muslim HC III,CDC,3.0,9.0,112.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,3.0,0.0,0.0,0.0,40.0,1.0,0.0,0,1,0,171.0,676.0,0.2529585798816568,0.0,Lwengo District,Lwengo Subcounty,102820.78,339.0,0.0032969989140327473
426,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis HC III,CDC,1.0,0.0,12.0,9.0,0.0,2.0,1.0,79.0,1.0,7.0,4.0,0.0,0.0,2.0,14.0,0.0,26.0,0,1,0,80.0,676.0,0.1183431952662721,0.0,Lwengo District,Lwengo Subcounty,102820.78,158.0,0.0015366543611126078
427,Lwengo District,Malongo Subcounty,Katovu HC III,CDC,0.0,0.0,86.0,0.0,0.0,0.0,0.0,2.0,158.0,0.0,25.0,0.0,0.0,1.0,11.0,0.0,9.0,0,1,0,160.0,160.0,1.0,0.0,Lwengo District,Malongo Subcounty,79332.66,292.0,0.0036807035084919625
428,Lyantonde District,Kaliiro Subcounty,Kaliiro HC III,CDC,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,55.0,5.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0,1,0,55.0,55.0,1.0,0.0,Lyantonde District,Kaliiro Subcounty,37722.72,109.0,0.0028895053166897826
429,Lyantonde District,Kasagama Subcounty,Kasagama HC III,CDC,0.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,101.0,11.0,30.0,0.0,0.0,0.0,18.0,0.0,9.0,0,1,0,104.0,104.0,1.0,0.0,Lyantonde District,Kasagama Subcounty,22736.22,205.0,0.00901645040380503
430,Lyantonde District,Kinuuka Subcounty,Kinuuka HC III,CDC,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,81.0,16.0,9.0,0.0,0.0,2.0,30.0,0.0,7.0,0,1,0,81.0,81.0,1.0,0.0,Lyantonde District,Kinuuka Subcounty,18000.28,154.0,0.008555422471206005
431,Lyantonde District,Lyantonde Town Council,Kijjukizo (St. Elizabeth) HC III,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,7.0,668.0,0.0104790419161676,0.0,Lyantonde District,Lyantonde Town Council,28475.38,14.0,0.0004916527891813911
432,Lyantonde District,Lyantonde Town Council,Lyantonde Hospital,CDC,0.0,0.0,531.0,0.0,0.0,0.0,0.0,3.0,544.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0,1,0,547.0,668.0,0.8188622754491018,0.0,Lyantonde District,Lyantonde Town Council,28475.38,1083.0,0.03803285504881761
433,Lyantonde District,Lyantonde Town Council,Lyantonde Muslim HC III,CDC,37.0,9.0,28.0,0.0,1.0,0.0,0.0,73.0,41.0,3.0,8.0,1.0,0.0,0.0,7.0,0.0,11.0,0,1,0,114.0,668.0,0.1706586826347305,0.0,Lyantonde District,Lyantonde Town Council,28475.38,219.0,0.00769085434505176
434,Lyantonde District,Mpumudde Subcounty,Mpumudde HC III,CDC,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,180.0,41.0,24.0,0.0,4.0,3.0,68.0,0.0,12.0,0,1,0,181.0,181.0,1.0,0.0,Lyantonde District,Mpumudde Subcounty,49025.94,362.0,0.007383846184285298
435,Masaka City,Kimaanya-Kabonera Division,Bukoto HC III,CDC,0.0,0.0,4.0,0.0,0.0,2.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0,1,0,28.0,986.0,0.0283975659229208,0.0,Masaka City,Kimaanya-Kabonera Division,35287.8,55.0,0.0015586123249394974
436,Masaka City,Kimaanya-Kabonera Division,Kimwanyi HC III,CDC,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,21.0,986.0,0.0212981744421906,0.0,Masaka City,Kimaanya-Kabonera Division,35287.8,42.0,0.0011902130481356162
437,Masaka City,Kimaanya-Kabonera Division,Masaka Police HC III,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,86.0,13.0,5.0,0.0,3.0,3.0,35.0,0.0,6.0,0,0,0,94.0,986.0,0.0953346855983772,0.0,Masaka City,Kimaanya-Kabonera Division,35287.8,177.0,0.005015897845714382
438,Masaka City,Kimaanya-Kabonera Division,TASO Masaka Special Clinic,CDC,71.0,2.0,142.0,21.0,0.0,0.0,0.0,688.0,155.0,27.0,51.0,0.0,47.0,6.0,237.0,16.0,145.0,0,1,0,843.0,986.0,0.8549695740365112,0.0,Masaka City,Kimaanya-Kabonera Division,35287.8,1608.0,0.0455681567000493
439,Masaka City,Nyendo-Mukungwe Division,Kitovu Hospital,CDC,1.0,0.0,45.0,2.0,0.0,0.0,0.0,270.0,30.0,8.0,25.0,0.0,173.0,0.0,21.0,0.0,17.0,0,1,0,300.0,770.0,0.3896103896103896,0.0,Masaka City,Nyendo-Mukungwe Division,90716.22,592.0,0.006525845102452461
440,Masaka City,Nyendo-Mukungwe Division,Kiyumba HC IV,CDC,0.0,0.0,13.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1,0,20.0,770.0,0.0259740259740259,0.0,Masaka City,Nyendo-Mukungwe Division,90716.22,40.0,0.00044093547989543653
441,Masaka City,Nyendo-Mukungwe Division,Nyendo HC II,CDC,4.0,1.0,164.0,1.0,0.0,0.0,0.0,82.0,368.0,2.0,193.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,450.0,770.0,0.5844155844155844,0.0,Masaka City,Nyendo-Mukungwe Division,90716.22,817.0,0.009006107176864292
442,Masaka District,Bukakata Subcounty,Bukakata HC III,CDC,13.0,0.0,49.0,0.0,0.0,1.0,2.0,54.0,192.0,1.0,13.0,0.0,135.0,6.0,4.0,0.0,18.0,0,1,0,246.0,1133.0,0.2171226831421006,0.0,Masaka District,Bukakata Subcounty,36550.58,488.0,0.013351361319026948
443,Masaka District,Bukakata Subcounty,Lambu HC II,CDC,0.0,0.0,103.0,0.0,0.0,0.0,0.0,394.0,38.0,1.0,4.0,0.0,309.0,0.0,0.0,13.0,3.0,0,1,0,432.0,1133.0,0.381288614298323,0.0,Masaka District,Bukakata Subcounty,36550.58,865.0,0.023665835124914568
444,Masaka District,Bukakata Subcounty,Ssunga HC III,CDC,0.0,0.0,111.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,1.0,0.0,325.0,0.0,0.0,0.0,15.0,0,1,0,455.0,1133.0,0.4015887025595763,0.0,Masaka District,Bukakata Subcounty,36550.58,907.0,0.024814927697453772
445,Masaka District,Kyanamukaaka Subcounty,Kyanamukaaka HC IV,CDC,0.0,0.0,168.0,0.0,0.0,0.0,0.0,62.0,761.0,178.0,112.0,0.0,54.0,0.0,78.0,0.0,203.0,0,1,0,823.0,823.0,1.0,0.0,Masaka District,Kyanamukaaka Subcounty,64933.26,1616.0,0.024887091761602604
446,Masindi District,Bwijanga Subcounty,Bwijanga HC IV,CDC,0.0,0.0,106.0,0.0,0.0,0.0,0.0,3.0,156.0,21.0,4.0,0.0,1.0,0.0,6.0,0.0,7.0,0,1,0,159.0,159.0,1.0,0.0,Masindi District,Bwijanga Subcounty,53646.52,304.0,0.0056667235824429995
447,Masindi District,Central Division,Masindi Hospital,CDC,0.0,0.0,289.0,0.0,0.0,0.0,0.0,30.0,425.0,7.0,127.0,0.0,0.0,5.0,5.0,0.0,22.0,0,1,0,455.0,966.0,0.4710144927536231,0.0,Masindi District,Central Division,42050.78,910.0,0.02164050226892343
448,Masindi District,Central Division,Masindi Kitara Med. Centre HC IV,CDC,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,6.0,0.0,0.0,3.0,19.0,0.0,4.0,0,1,0,63.0,966.0,0.0652173913043478,0.0,Masindi District,Central Division,42050.78,117.0,0.0027823502917187267
449,Masindi District,Central Division,TASO Masindi Special Clinic,CDC,81.0,0.0,167.0,0.0,0.0,0.0,0.0,53.0,395.0,44.0,27.0,0.0,6.0,1.0,60.0,1.0,46.0,0,1,0,448.0,966.0,0.463768115942029,0.0,Masindi District,Central Division,42050.78,881.0,0.020950859888924773
450,Masindi District,Kimengo Subcounty,Kimengo HC III,CDC,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,1,0,25.0,25.0,1.0,0.0,Masindi District,Kimengo Subcounty,14428.24,48.0,0.0033268090910603095
451,Masindi District,Kyatiri Town Council,Kyatiri HC III,CDC,0.0,0.0,49.0,0.0,0.0,0.0,0.0,3.0,78.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,81.0,81.0,1.0,0.0,Masindi District,Kyatiri Town Council,,161.0,
452,Mayuge District,Baitambogwe Subcounty,Baitambogwe HC III,USAID,0.0,0.0,122.0,0.0,0.0,0.0,0.0,1.0,206.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,1.0,1,0,0,207.0,381.0,0.5433070866141733,1.0,Mayuge District,Baitambogwe Subcounty,39087.47,347.0,0.008877525201810196
453,Mayuge District,Baitambogwe Subcounty,Buluba Hospital,USAID,0.0,4.0,18.0,0.0,0.0,0.0,1.0,1.0,173.0,7.0,2.0,0.0,52.0,2.0,49.0,1.0,0.0,1,0,0,174.0,381.0,0.4566929133858268,1.0,Mayuge District,Baitambogwe Subcounty,39087.47,310.0,0.007930930295565304
454,Mayuge District,Bugadde Town Council,Kityerera Health Centre IV,USAID,0.0,0.0,23.0,0.0,0.0,17.0,4.0,0.0,98.0,14.0,3.0,0.0,9.0,1.0,12.0,1.0,7.0,1,0,0,98.0,98.0,1.0,1.0,Mayuge District,Bugadde Town Council,,189.0,
455,Mayuge District,Bwondha Town Council,Bwondha HC II,USAID,0.0,0.0,86.0,1.0,0.0,2.0,1.0,2.0,258.0,6.0,35.0,0.0,62.0,0.0,10.0,0.0,5.0,1,0,0,260.0,260.0,1.0,1.0,Mayuge District,Bwondha Town Council,,468.0,
456,Mayuge District,Jaguzi Subcounty,Jagusi HC III,USAID,0.0,0.0,120.0,0.0,0.0,0.0,0.0,33.0,251.0,37.0,39.0,0.0,45.0,0.0,12.0,28.0,0.0,1,0,0,284.0,770.0,0.3688311688311688,0.6051948051948052,Mayuge District,Jaguzi Subcounty,13613.51,565.0,0.04150288940912373
457,Mayuge District,Jaguzi Subcounty,Masolya HC III,USAID,0.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,181.0,0.0,18.0,0.0,37.0,0.0,32.0,0.0,0.0,1,0,0,182.0,770.0,0.2363636363636363,0.6051948051948052,Mayuge District,Jaguzi Subcounty,13613.51,364.0,0.026738144681276173
458,Mayuge District,Jaguzi Subcounty,Sagitu HC II,,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,57.0,0.0,97.0,0.0,63.0,0.0,0.0,0,0,0,304.0,770.0,0.3948051948051948,0.6051948051948052,Mayuge District,Jaguzi Subcounty,13613.51,603.0,0.04429423418354267
459,Mayuge District,Kigandalo Subcounty,Kigandalo HC IV,USAID,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,241.0,18.0,1.0,0.0,81.0,14.0,30.0,0.0,2.0,1,0,0,241.0,241.0,1.0,1.0,Mayuge District,Kigandalo Subcounty,32461.48,451.0,0.013893389950180954
460,Mayuge District,Magamaga Town Council,Wabulungu HC III,USAID,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,305.0,4.0,23.0,0.0,1.0,0.0,67.0,8.0,0.0,1,0,0,305.0,305.0,1.0,1.0,Mayuge District,Magamaga Town Council,16853.89,551.0,0.03269274927034649
461,Mayuge District,Malongo Subcounty,Malongo HC III,USAID,0.0,0.0,95.0,0.0,0.0,0.0,0.0,2.0,245.0,8.0,15.0,0.0,107.0,1.0,13.0,0.0,0.0,1,0,0,247.0,247.0,1.0,1.0,Mayuge District,Malongo Subcounty,105122.83,486.0,0.004623163208220327
462,Mayuge District,Mayuge Town Council,Mayuge HC IV,USAID,0.0,0.0,152.0,0.0,0.0,0.0,0.0,16.0,256.0,22.0,37.0,0.0,6.0,0.0,33.0,0.0,11.0,1,0,0,272.0,272.0,1.0,1.0,Mayuge District,Mayuge Town Council,17913.760000000002,533.0,0.02975366422236314
463,Mbale City,Industrial Division,Malukhu HC III,USAID,29.0,32.0,93.0,18.0,0.0,3.0,2.0,137.0,123.0,28.0,3.0,0.0,0.0,4.0,1.0,8.0,2.0,1,0,0,260.0,934.0,0.278372591006424,1.0,Mbale City,Industrial Division,41606.85,483.0,0.01160866540004831
464,Mbale City,Industrial Division,Namatala HC IV,USAID,9.0,0.0,205.0,32.0,0.0,0.0,0.0,22.0,652.0,80.0,164.0,0.0,0.0,34.0,109.0,28.0,3.0,1,0,0,674.0,934.0,0.721627408993576,1.0,Mbale City,Industrial Division,41606.85,1338.0,0.032158166263487865
465,Mbale City,Northern Division,Mbale Regional Referral Hospital,USAID,426.0,1.0,1017.0,38.0,0.0,0.0,0.0,2.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1482.0,2510.0,0.5904382470119522,1.0,Mbale City,Northern Division,25562.54,2965.0,0.11599003854859494
466,Mbale City,Northern Division,Nakaloke HC III,USAID,29.0,8.0,228.0,18.0,0.0,0.0,0.0,329.0,49.0,0.0,16.0,0.0,0.0,6.0,31.0,14.0,4.0,1,0,0,378.0,2510.0,0.150597609561753,1.0,Mbale City,Northern Division,25562.54,732.0,0.028635652012671667
467,Mbale City,Northern Division,Namakwekwe HC III,USAID,1.0,0.0,55.0,1.0,0.0,0.0,0.0,47.0,72.0,11.0,29.0,0.0,0.0,0.0,13.0,2.0,4.0,1,0,0,119.0,2510.0,0.047410358565737,1.0,Mbale City,Northern Division,25562.54,235.0,0.009193139648876832
468,Mbale City,Northern Division,TASO Mbale Special Clinic,USAID,7.0,0.0,122.0,12.0,0.0,2.0,6.0,9.0,522.0,149.0,42.0,0.0,0.0,11.0,104.0,32.0,2.0,1,0,0,531.0,2510.0,0.2115537848605577,1.0,Mbale City,Northern Division,25562.54,1020.0,0.039902138050444125
469,Mbale District,Busiu Town Council,Busiu HC IV,USAID,16.0,0.0,180.0,17.0,0.0,0.0,0.0,17.0,473.0,17.0,160.0,0.0,0.0,8.0,36.0,35.0,6.0,1,0,0,490.0,490.0,1.0,1.0,Mbale District,Busiu Town Council,2040.43,965.0,0.47293952745254675
470,Mbarara City,Mbarara North Division,Biharwe (Nyabuhama) HC III,USAID,0.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,159.0,102.0,3.0,0.0,0.0,0.0,19.0,0.0,6.0,1,0,0,169.0,2199.0,0.0768531150522965,0.9995452478399272,Mbarara City,Mbarara North Division,80824.1,334.0,0.00413243079724983
471,Mbarara City,Mbarara North Division,Kakiika Prisons Health Centre II,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,2199.0,0.0004547521600727,0.9995452478399272,Mbarara City,Mbarara North Division,80824.1,2.0,2.474509459431036e-05
472,Mbarara City,Mbarara North Division,Mbarara Municipal Council HC IV,USAID,2.0,0.0,148.0,5.0,0.0,4.0,0.0,53.0,377.0,88.0,128.0,0.0,0.0,1.0,0.0,7.0,18.0,1,0,0,430.0,2199.0,0.1955434288312869,0.9995452478399272,Mbarara City,Mbarara North Division,80824.1,831.0,0.010281586803935955
473,Mbarara City,Mbarara North Division,Mbarara Regional Referral Hospital,USAID,180.0,0.0,1174.0,12.0,0.0,1.0,1.0,142.0,1457.0,7.0,84.0,0.0,0.0,2.0,41.0,0.0,87.0,1,0,0,1599.0,2199.0,0.7271487039563438,0.9995452478399272,Mbarara City,Mbarara North Division,80824.1,3188.0,0.039443680783330715
474,Mbarara City,Mbarara South Division,AIDS Information Centre (Mbarara) Special Clinic,USAID,2.0,0.0,195.0,8.0,0.0,0.0,0.0,3.0,332.0,5.0,88.0,0.0,0.0,1.0,7.0,0.0,12.0,1,0,0,335.0,1974.0,0.1697061803444782,1.0,Mbarara City,Mbarara South Division,120353.44,653.0,0.005425686212209639
475,Mbarara City,Mbarara South Division,Kakoba HC III,USAID,1.0,0.0,93.0,0.0,0.0,3.0,0.0,33.0,247.0,108.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0,280.0,1974.0,0.1418439716312056,1.0,Mbarara City,Mbarara South Division,120353.44,517.0,0.004295681120539637
476,Mbarara City,Mbarara South Division,Nyamitanga Govt HC III,USAID,0.0,0.0,181.0,0.0,0.0,0.0,0.0,15.0,287.0,32.0,85.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0,302.0,1974.0,0.1529888551165147,1.0,Mbarara City,Mbarara South Division,120353.44,603.0,0.00501024316380155
477,Mbarara City,Mbarara South Division,Nyamityobora HC II,USAID,0.0,0.0,180.0,0.0,0.0,0.0,0.0,37.0,463.0,124.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,500.0,1974.0,0.2532928064842958,1.0,Mbarara City,Mbarara South Division,120353.44,948.0,0.007876800197817361
478,Mbarara City,Mbarara South Division,Ruti HC II,USAID,13.0,0.0,95.0,34.0,0.0,0.0,0.0,13.0,327.0,80.0,46.0,0.0,0.0,2.0,24.0,18.0,1.0,1,0,0,340.0,1974.0,0.1722391084093211,1.0,Mbarara City,Mbarara South Division,120353.44,653.0,0.005425686212209639
479,Mbarara City,Mbarara South Division,TASO Mbarara Special Clinic,USAID,14.0,2.0,31.0,8.0,0.0,0.0,0.0,82.0,135.0,0.0,11.0,0.0,0.0,4.0,7.0,6.0,23.0,1,0,0,217.0,1974.0,0.1099290780141844,1.0,Mbarara City,Mbarara South Division,120353.44,323.0,0.002683762092716253
480,Mbarara District,Bwizibwera-Rutooma Town Council,Bwizibwera HC IV,USAID,0.0,0.0,122.0,0.0,0.0,6.0,0.0,46.0,340.0,188.0,5.0,0.0,0.0,1.0,24.0,1.0,15.0,1,0,0,386.0,386.0,1.0,1.0,Mbarara District,Bwizibwera-Rutooma Town Council,,748.0,
481,Mbarara District,Rubindi-Ruhumba Town Council,Rubindi HC III,USAID,0.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0,37.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0,81.0,81.0,1.0,1.0,Mbarara District,Rubindi-Ruhumba Town Council,24575.8,162.0,0.006591850519616859
482,Mitooma District,Kashenshero Town Council,Kashenshero HC III,USAID,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,77.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,1,0,0,78.0,78.0,1.0,1.0,Mitooma District,Kashenshero Town Council,5928.68,151.0,0.025469413090266298
483,Mitooma District,Mitooma Town Council,Mitooma HC IV,USAID,1.0,0.0,184.0,0.0,0.0,0.0,0.0,125.0,146.0,0.0,7.0,0.0,1.0,2.0,26.0,0.0,10.0,1,0,0,271.0,271.0,1.0,1.0,Mitooma District,Mitooma Town Council,5809.2,502.0,0.0864146526199821
484,Mityana District,Bulera Subcounty,Bulera HC III,CDC,0.0,0.0,263.0,0.0,0.0,0.0,0.0,314.0,173.0,2.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,487.0,487.0,1.0,0.0,Mityana District,Bulera Subcounty,61851.5,936.0,0.015133020217779682
485,Mityana District,Busimbi Division,Naama HC III,CDC,0.0,0.0,112.0,0.0,0.0,0.0,0.0,23.0,330.0,1.0,80.0,0.0,140.0,0.0,8.0,0.0,4.0,0,1,0,353.0,428.0,0.8247663551401869,0.0,Mityana District,Busimbi Division,88021.74,698.0,0.007929859146160937
486,Mityana District,Busimbi Division,St. Francis (Mityana) Health Centre IV,CDC,0.0,0.0,1.0,0.0,0.0,4.0,6.0,9.0,66.0,16.0,33.0,0.0,1.0,0.0,0.0,0.0,14.0,0,1,0,75.0,428.0,0.175233644859813,0.0,Mityana District,Busimbi Division,88021.74,150.0,0.001704124458344041
487,Mityana District,Busunju Town Council,St. Padre Pio Mirembe HC III,CDC,0.0,0.0,66.0,0.0,0.0,0.0,0.0,119.0,18.0,1.0,52.0,0.0,0.0,1.0,5.0,0.0,10.0,0,1,0,137.0,137.0,1.0,0.0,Mityana District,Busunju Town Council,14685.74,272.0,0.018521368347798613
488,Mityana District,Butayunja Subcounty,Kitongo HC III,CDC,0.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,17.0,17.0,1.0,0.0,Mityana District,Butayunja Subcounty,22418.98,34.0,0.0015165721188029073
489,Mityana District,Central Division,Lulagala HC III,CDC,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,2.0,0.0,0.0,0.0,34.0,0.0,53.0,0,1,0,97.0,1032.0,0.0939922480620155,0.0,Mityana District,Central Division,46380.9,194.0,0.004182756263893111
490,Mityana District,Central Division,Mityana Hospital,CDC,13.0,0.0,381.0,0.0,0.0,0.0,0.0,215.0,469.0,5.0,259.0,0.0,0.0,0.0,4.0,6.0,11.0,0,1,0,684.0,1032.0,0.6627906976744186,0.0,Mityana District,Central Division,46380.9,1363.0,0.029387096843743868
491,Mityana District,Central Division,Mityana UMSC Clinic HC III,CDC,12.0,0.0,81.0,1.0,0.0,1.0,1.0,239.0,12.0,9.0,65.0,0.0,57.0,0.0,3.0,9.0,3.0,0,1,0,251.0,1032.0,0.2432170542635658,0.0,Mityana District,Central Division,46380.9,493.0,0.010629375454120122
492,Mityana District,Kakindu Subcounty,Mwera HC IV,CDC,0.0,0.0,54.0,0.0,0.0,0.0,0.0,50.0,66.0,17.0,19.0,0.0,0.0,0.0,7.0,0.0,19.0,0,1,0,116.0,116.0,1.0,0.0,Mityana District,Kakindu Subcounty,37951.38,232.0,0.006113084688883514
493,Mityana District,Kalangaalo Subcounty,Kyamusisi HC III,CDC,0.0,0.0,38.0,0.0,0.0,1.0,3.0,72.0,12.0,4.0,10.0,0.0,0.0,0.0,2.0,0.0,20.0,0,1,0,84.0,235.0,0.3574468085106383,0.0,Mityana District,Kalangaalo Subcounty,63101.92,162.0,0.0025672752905141396
494,Mityana District,Kalangaalo Subcounty,Kyantungo HC IV,CDC,0.0,0.0,42.0,0.0,0.0,1.0,1.0,43.0,108.0,8.0,35.0,0.0,0.0,0.0,40.0,0.0,3.0,0,1,0,151.0,235.0,0.6425531914893617,0.0,Mityana District,Kalangaalo Subcounty,63101.92,281.0,0.004453113312558477
495,Mityana District,Kikandwa Subcounty,Kikandwa HC III,CDC,0.0,0.0,25.0,0.0,0.0,0.0,0.0,30.0,17.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,11.0,0,1,0,47.0,47.0,1.0,0.0,Mityana District,Kikandwa Subcounty,61179.94,94.0,0.0015364513270199349
496,Mityana District,Maanyi Subcounty,Maanyi HC III,CDC,0.0,0.0,20.0,0.0,0.0,0.0,0.0,80.0,164.0,0.0,11.0,0.0,186.0,0.0,8.0,0.0,12.0,0,1,0,244.0,244.0,1.0,0.0,Mityana District,Maanyi Subcounty,43849.16,481.0,0.010969423359535279
497,Mityana District,Malangala Subcounty,Malangala HC III,CDC,1.0,0.0,68.0,0.0,0.0,0.0,0.0,16.0,141.0,6.0,66.0,0.0,0.0,0.0,0.0,0.0,15.0,0,1,0,157.0,157.0,1.0,0.0,Mityana District,Malangala Subcounty,49767.54,313.0,0.006289239934302559
498,Mityana District,Sskanyonyi Town Council,Ssekanyonyi HC IV,CDC,0.0,0.0,139.0,0.0,0.0,0.0,0.0,23.0,266.0,1.0,144.0,0.0,0.0,0.0,2.0,0.0,3.0,0,1,0,289.0,289.0,1.0,0.0,Mityana District,Sskanyonyi Town Council,,578.0,
499,Mityana District,Ttamu Division,Kabule HC III,CDC,0.0,0.0,36.0,0.0,0.0,1.0,0.0,19.0,47.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,0,66.0,258.0,0.2558139534883721,0.0,Mityana District,Ttamu Division,62179.04,131.0,0.002106819275434294
500,Mityana District,Ttamu Division,Magala HC III,CDC,9.0,0.0,85.0,0.0,0.0,0.0,0.0,132.0,60.0,3.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,192.0,258.0,0.7441860465116279,0.0,Mityana District,Ttamu Division,62179.04,384.0,0.00617571451730358
501,Mityana District,Zigoti Town Council,St. Jacinta Zigoti HC III,CDC,0.0,0.0,68.0,0.0,0.0,0.0,0.0,27.0,115.0,13.0,46.0,0.0,0.0,0.0,8.0,0.0,6.0,0,1,0,142.0,142.0,1.0,0.0,Mityana District,Zigoti Town Council,7641.570000000001,283.0,0.037034274370319184
502,Moyo District,Moyo Town Council,Moyo Hospital,CDC,0.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,93.0,2.0,2.0,0.0,0.0,3.0,15.0,0.0,1.0,0,1,0,94.0,94.0,1.0,0.0,Moyo District,Moyo Town Council,10896.37,183.0,0.016794583884357818
503,Mpigi District,Buwama Subcounty,Bunjako HC III,CDC,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,178.0,0.0,2.0,0.0,156.0,0.0,8.0,0.0,10.0,0,1,0,196.0,196.0,1.0,0.0,Mpigi District,Buwama Subcounty,104052.66,388.0,0.0037288811261528537
504,Mpigi District,Buwama Town Council,Buwama HC III,CDC,0.0,0.0,182.0,0.0,0.0,19.0,18.0,132.0,282.0,21.0,82.0,1.0,8.0,0.0,21.0,0.0,49.0,0,1,0,414.0,414.0,1.0,0.0,Mpigi District,Buwama Town Council,52026.33,815.0,0.015665144937188534
