,,,,,,,,,,,,,,,,,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV2,PP_PREV3,PP_PREV4,PP_PREV5,PP_PREV6,PP_PREV7,PP_PREV8,PP_PREV9,PP_PREV10,PP_PREV11,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary
Tooro,Kyegegwa District,Kakabara Subcounty,Kakabara HC III,SbeNQXeGDyJ,,KNRlz8oNVVP,osujrvhATYm,Kakabara Subcounty,SbeNQXeGDyJ,Kyegegwa District,Kakabara Town Council,Kakabara HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,81,,,2,9,15,1,2,18,,8,1,10,2,4,1,5,,3,,6,75,,,,59,,0,,,22,1,,15,59,,,,,,6,1,0,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,81,81,6,75,,,75,0,0,6,5,5,5,TRUE
Tooro,Kitagwenda District,Buhanda Subcounty,Kakasi COU HC II,dim1yW6CLFU,,nBYpLOh2dQa,GbqIdvweQ1G,Buhanda Subcounty,dim1yW6CLFU,Kitagwenda District,Kakasi Subcounty,Kakasi COU HC III,UPMB,84980,CDC,FY2024Q4,51,,,2,4,2,6,2,4,7,1,4,6,2,1,1,2,3,4,,,51,,,,1,,0,1,,49,,,6,1,,,,1,,43,0,0,6,1,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,,51,,,51,1,1,0,0,0,0,TRUE
Bunyoro,Kakumiro District,Kakindo Town Council (Kakumiro District),Kakindo HC IV,KHdENRAXOQJ,,R3ctlDrMOhU,XML0e7EmNv7,Kakindo Town Council,KHdENRAXOQJ,Kakumiro District,Kakindo Town Council,Kakindo HC IV,Baylor_Hoima Region,81977,CDC,FY2024Q4,55,,,1,9,4,3,2,9,3,4,2,6,,5,,3,2,2,,50,5,,,,14,,1,,,40,3,,28,14,,,1,,,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,9,0,0,1,0,0,8,2,0,28,10,0,0,1,0,0,9,2,0,28,10,0,0,1,0,0,9,2,0,28,9,0,0,1,0,0,9,55,55,50,5,,,5,0,0,42,50,50,49,TRUE
Busoga,Jinja District,Kakira Town Council,Kakira HC III,HiCwzjSmUWO,,aNw3MLbqZtG,bisvDM62ZvQ,Kakira Town Council,HiCwzjSmUWO,Jinja District,Kakira Town Council,Kakira HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,318,,,15,11,59,4,15,66,6,40,3,32,5,30,1,11,1,19,,2,348,,,,71,10,198,57,,13,5,,,71,10,101,97,57,,8,5,0,0,70,10,101,97,57,0,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,318,350,2,348,,,348,3,3,1,1,1,1,FALSE
Busoga,Jinja District,Kakira Town Council,Kakira Sugar Workers Hospital,ikdW0m1mt7H,,SNwTa7oEoya,bisvDM62ZvQ,Kakira Town Council,ikdW0m1mt7H,Jinja District,Kakira Town Council,Kakira Sugar Workers Hospital,UPMB_LSD,81995,USAID,FY2024Q4,24,,,,,1,,5,3,2,7,,,,5,,1,,,,,24,,,,3,,15,1,,5,,,,3,,10,5,1,,5,0,0,0,3,0,10,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,,24,,,24,0,0,0,0,0,0,TRUE
South Central,Wakiso District,Kakiri Town Council,Kakiri HC III,EAr7pVCRxF3,,iTnzeloQPpc,lyckhHmK9Wn,Kakiri Town Council,EAr7pVCRxF3,Wakiso District,Kakiri Town Council,Kakiri HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,"1,446",13,,32,237,332,177,11,311,13,211,3,57,2,16,,11,3,17,,138,1312,,,,933,5,49,,,459,413,,46,933,5,46,3,,,,331,0,10,932,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,69,0,27,1,2,3,3,0,0,0,50,0,19,1,3,0,0,0,0,0,49,0,18,1,2,1,0,0,0,0,47,0,17,1,2,1,0,0,0,0,"1,446","1,450",138,"1,312",,,"1,312",4,4,105,73,71,68,TRUE
South Central,Masaka City,Mukungwe Subcounty,Kako HC III,XFvdRnq6Nee,,ZGfSbm3h24g,Wkwx9ZudDbC,Nyendo-Mukungwe Division,XFvdRnq6Nee,Masaka City,Nyendo-Mukungwe Division,Kako HC III,UPMB,84980,CDC,FY2024Q4,16,,,,1,2,1,,2,2,,,,1,3,,,1,3,,,16,,,,3,,3,6,,4,2,,2,3,,1,2,6,,,2,0,2,3,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,,16,,,16,0,0,0,0,0,0,TRUE
Ankole,Mbarara City,Kakoba Division,Kakoba HC III,ERNih4fCcwx,,N72AUVmXdur,KZ2vT9g5YbY,Kakoba Division,ERNih4fCcwx,Mbarara City,Mbarara South Division,Kakoba HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,141,,,13,4,40,2,,40,,19,,14,,6,,3,,,,13,130,,,,124,15,0,,,9,2,,7,124,15,,,,,,1,0,7,107,15,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,141,143,13,130,,,130,3,3,7,5,5,4,FALSE
North Central,Nakasongola District,Kakooge Town Council,Kakooge HC III,i1KIxI3H281,,POTzFI0u8y1,WHyWtk1ucYx,Kakooge Town Council,i1KIxI3H281,Nakasongola District,Kakooge Town Council,Kakooge HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,186,,,12,35,22,31,5,21,6,15,2,13,1,7,2,4,3,7,,4,181,,,,62,,9,,,115,63,,48,62,,8,1,,,4,63,0,46,59,0,8,1,0,0,4,1,0,0,9,0,3,0,0,0,1,1,0,0,9,0,3,0,0,0,1,1,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186,185,4,181,,,181,14,14,6,1,1,1,TRUE
Bunyoro,Kakumiro District,Kakumiro Town Council,Kakumiro HC IV,aLPsQWPEMFT,,lnnMkUKP1aJ,WKaVoOhFJUV,Kakumiro Town Council,aLPsQWPEMFT,Kakumiro District,Kakumiro Town Council,Kakumiro HC IV,Baylor_Hoima Region,81977,CDC,FY2024Q4,249,5,,13,34,26,30,13,28,8,20,8,16,6,12,6,10,1,13,,117,129,,53,,78,1,9,2,,158,46,,86,78,1,1,8,2,,26,38,0,23,66,0,0,0,0,0,0,9,0,1,7,0,0,0,0,0,0,9,0,1,7,0,0,0,0,0,0,12,0,38,9,1,0,4,2,0,19,3,0,38,3,1,1,5,1,0,13,3,0,37,3,1,0,5,1,0,13,3,0,37,3,1,0,5,1,0,13,249,299,117,129,,53,127,17,17,85,65,63,63,FALSE
South Central,Kyotera District,Kakuuto Subcounty,Kakuuto HC IV,Ls1dG8v84Wu,,pQPrRlEktRw,QygwG1SLBNt,Kakuuto Subcounty,Ls1dG8v84Wu,Kyotera District,Kakuuto Subcounty,Kakuuto HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,390,,,11,49,26,29,27,46,19,39,21,47,8,32,3,12,2,19,,21,372,,,,119,2,37,34,3,196,61,,23,119,2,29,8,34,3,112,60,0,23,110,3,25,8,30,3,111,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,3,1,0,0,8,0,4,0,4,0,1,1,0,0,8,0,2,0,4,0,1,1,0,0,8,0,2,0,4,0,1,390,393,21,372,,,373,2,2,10,18,16,16,FALSE
North Central,Luwero District,Kalagala Subcounty,Kalagala HC IV,aZw4VQefUc4,,I3Pvb7ryppf,iK77a0h6IPV,Kalagala Subcounty,aZw4VQefUc4,Luwero District,Kalagala Subcounty,Kalagala HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,93,,,1,21,22,5,2,12,3,5,1,5,,4,,5,1,6,,,89,,,,40,,4,,,49,26,,23,40,,1,3,,,,26,0,23,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,89,,89,,,89,0,0,0,0,0,0,TRUE
South Central,Kalangala District,Kalangala Town Council,Kalangala HC IV,oTXa14pgh8f,,BQATmsVM4ie,UYWaIubznxv,Kalangala Town Council,oTXa14pgh8f,Kalangala District,Kalangala Town Council,Kalangala HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,987,,,34,86,112,25,89,143,61,122,31,101,22,63,10,38,10,40,,56,940,,,,100,9,37,791,,51,7,,38,100,9,37,,791,,6,7,0,35,100,8,37,0,763,0,1,0,0,0,2,0,2,0,38,0,0,0,0,0,2,0,2,0,38,0,0,0,0,1,2,0,2,0,38,0,4,0,0,1,0,1,18,0,18,0,3,0,0,1,0,1,0,0,17,0,3,0,0,1,0,1,0,0,15,0,3,987,996,56,940,,,951,42,42,47,41,22,20,FALSE
South Central,Kalangala District,Kalangala Town Council,Kalangala Prison HC II,paN9PlHkDPN,,v3imbfT9QWm,UYWaIubznxv,Kalangala Town Council,paN9PlHkDPN,Kalangala District,Kalangala Town Council,Kalangala Prison HC II,UPS,84974,CDC,FY2024Q4,5,,,,1,1,,1,,1,,,1,,,,,,,,,5,,,,,,0,5,,0,,,,,,,,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,5,,,0,0,0,0,0,0,0,TRUE
South Central,Lyantonde District,Kaliiro Subcounty,Kaliiro HC III,MsrKKJaEXiV,,oWhL4R4nEiS,JiRmh1FvlgG,Kaliiro Subcounty,MsrKKJaEXiV,Lyantonde District,Kaliiro Subcounty,Kaliiro HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,131,,,4,13,17,11,4,18,1,16,,13,1,16,,6,1,10,,6,125,,3,,91,1,10,,,28,23,,5,91,1,10,,,,,22,0,5,86,1,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131,134,6,125,,3,124,5,5,2,1,1,1,FALSE
South Central,Kyotera District,Kalisizo Town Council,Kalisizo Hospital,eZPhMsZGZza,,hCwMUUWMnkv,ugiKB2GFF7t,Kalisizo Town Council,eZPhMsZGZza,Kyotera District,Kalisizo Town Council,Kalisizo Hospital,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,424,,,9,36,32,11,12,41,26,40,30,45,21,37,9,24,10,41,,25,406,,,,80,1,69,88,,186,35,,142,80,1,60,9,88,,9,34,0,140,70,1,58,9,87,0,6,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,6,0,4,1,2,0,3,1,0,2,6,0,0,0,0,0,2,1,0,2,6,0,1,0,0,0,2,1,0,2,6,0,1,0,0,0,2,424,431,25,406,,,405,7,7,16,11,12,12,TRUE
North Central,Mubende District,Kalonga Subcounty,Kalonga HC III,YaUCgS8WMMW,,uzKw3xxlTqr,SLhqPguM6MN,Kitenga Subcounty,YaUCgS8WMMW,Mubende District,Kalonga Subcounty,Kalonga HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,305,,,23,1,84,1,,71,1,55,,29,1,18,,12,,9,,30,276,,,,294,2,7,,,2,,,,294,2,6,1,,,2,0,0,0,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,0,0,0,1,0,0,0,18,2,0,1,0,0,2,0,0,0,17,2,6,1,0,0,2,0,0,0,17,2,6,1,0,0,2,305,306,30,276,,,276,0,0,22,23,28,28,TRUE
North Central,Nakasongola District,Kalungi Subcounty,Kalungi (Kalungi) HC III,wgSmdZGeb5I,,r52dkDJ0qHY,I5MlQxSjXbJ,Kalungi Subcounty,wgSmdZGeb5I,Nakasongola District,Kalungi Subcounty,Kalungi (Kalungi) HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,264,,,6,23,37,21,6,37,2,41,1,26,,30,1,8,2,23,,17,74,,,,188,3,15,10,2,46,45,,,188,3,14,1,10,2,1,13,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,264,91,17,74,,,74,0,0,7,2,1,1,TRUE
South Central,Kalungu District,Lukaya Town Council,Kalungi (Lukaya) HC III,i6hyU0bywAr,,dg3wXIL7pH7,tLtpnk0uGKV,Lukaya Town Council,i6hyU0bywAr,Kalungu District,Lukaya Town Council,Kalungi (Lukaya) HC III,UPMB,84980,CDC,FY2024Q4,637,,1,35,89,72,55,46,59,34,50,14,42,31,41,14,13,11,30,,,619,,6,,27,1,9,581,2,19,8,,8,27,1,1,8,581,2,3,4,0,5,18,0,1,7,581,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,625,,619,,6,619,0,0,0,0,0,0,FALSE
South Central,Kalungu District,Kalungu Town Council,Kalungu HC III,wKczE4oVqOy,,pCCteoR5h4x,M8avuksvpQl,Kalungu Town Council,wKczE4oVqOy,Kalungu District,Kalungu Town Council,Kalungu HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,97,,,,11,11,3,3,10,5,11,2,7,2,9,6,3,4,10,,,95,,,,16,3,15,,,63,8,,28,16,3,14,1,,,27,8,0,27,16,3,14,1,0,0,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,95,,95,,,96,1,1,0,0,0,0,TRUE
Kigezi,Kanungu District,Kambuga Town Council,Kambuga Hospital,CCW0LpJoTnO,,B6ospwIFD0p,YDzdD12EwYu,Kambuga Town Council,CCW0LpJoTnO,Kanungu District,Kambuga Town Council,Kambuga Hospital,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,303,,,33,23,76,21,9,53,3,33,1,16,2,11,,10,,12,,7,301,,,,211,2,3,,,98,25,,15,211,2,2,1,,,58,23,0,15,206,2,0,1,0,0,55,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,303,308,7,301,,,302,2,2,4,3,3,3,FALSE
North Central,Kiboga District,Nkandwa Subcounty,Kambugu HC III,CMNFahpvV4I,,sSwA56Jbv90,BWLwej3AUsN,Nkandwa Subcounty,CMNFahpvV4I,Kiboga District,Nkandwa Subcounty,Kambugu HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,48,,,,11,2,22,2,2,1,2,2,1,,1,,1,,1,,2,46,,,,1,,5,,,42,33,,8,1,,,5,,,1,33,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,2,46,,,46,0,0,0,0,0,0,TRUE
Lango,Oyam District,Kamdini Town Council,Kamdini HC II,wip6c7jL6E0,,wGmtoQVSt9y,eaQcwQIBtes,Kamdini Town Council,wip6c7jL6E0,Oyam District,Kamdini Town Council,Kamdini HC II,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,481,,1,14,85,68,16,73,41,35,47,18,21,13,15,6,10,5,13,,63,439,,1,,153,,4,13,41,274,,,1,153,,4,,13,41,273,0,0,0,145,0,4,0,12,30,253,0,0,0,8,0,0,0,1,0,14,0,0,0,8,0,0,0,1,0,14,0,0,1,17,0,0,0,2,11,28,0,0,0,5,0,0,0,0,3,14,0,0,0,5,0,0,0,0,3,14,0,0,0,5,0,0,0,0,3,14,481,503,63,439,,1,444,23,23,59,22,22,22,FALSE
North Central,Luwero District,Kamira Subcounty,Kamira HC III,SQgzVzwkRjK,,iP2FAeRDydc,fb3YiLswgt0,Kamira Subcounty,SQgzVzwkRjK,Luwero District,Kamira Town Council,Kamira HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,47,,,1,8,8,3,1,7,,8,1,1,1,6,,1,,1,,13,34,,,,17,1,6,,,23,7,,5,17,1,6,,,,11,7,0,5,12,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,2,1,4,0,0,0,2,0,0,0,1,1,4,0,0,0,2,47,47,13,34,,,34,0,0,9,5,9,8,TRUE
Kigezi,Kabale District,Katuna Town Council,Kamuganguzi HC III,c9Fq5DlB3y5,,SmAu12lxoBM,iFQk2H9RGF8,Katuna Town Council,c9Fq5DlB3y5,Kabale District,Katuna Town Council,Kamuganguzi HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,300,,,7,85,34,49,20,20,12,21,12,20,4,8,2,1,1,4,,5,291,,,,65,1,13,,,221,103,,7,65,1,2,11,,,111,103,0,2,61,1,2,11,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,300,296,5,291,,,291,0,0,0,4,4,4,TRUE
Kigezi,Kabale District,Southern Division (Kabale MC),Kamukira HC IV,aVKmbSeBF1N,,xeaxHZKokis,Xf6kqqDx0gE,Southern Division,aVKmbSeBF1N,Kabale District,Southern Division,Kamukira HC IV,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,660,,1,38,159,106,72,12,117,14,63,9,36,4,11,1,6,1,10,,24,816,,29,,253,11,49,,,547,213,,7,253,11,42,7,,,327,204,0,7,248,11,40,7,0,0,319,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,4,0,2,1,0,0,1,6,0,0,5,0,0,0,0,0,4,6,0,0,5,0,2,0,0,0,4,6,0,0,5,0,2,0,0,0,4,660,869,24,816,,29,836,2,2,13,15,17,17,FALSE
Busoga,Kamuli District,Southern Division (Kamuli MC),Kamuli Hospital,LVFyV61bpdi,,j5acG9f888O,Cy272PTwghe,Southern Division,LVFyV61bpdi,Kamuli District,Southern Division,Kamuli Hospital,MJAP_East Central Region,82000,USAID,FY2024Q4,231,,,11,20,37,,15,43,15,29,6,16,5,13,5,5,8,3,,,231,,,,53,,127,4,,47,1,,,53,,79,48,4,,46,1,0,0,53,0,79,48,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,,231,,,231,0,0,0,0,0,0,TRUE
Busoga,Kamuli District,Northern Division (Kamuli MC),Kamuli Mission Hospital,Zix3B1axH9x,,F4IUm0AIK50,tKJG3sLuVfE,Northern Division,Zix3B1axH9x,Kamuli District,Northern Division,Kamuli Mission Hospital,UPMB_LSD,81995,USAID,FY2024Q4,177,,,20,7,35,1,8,30,1,30,1,29,2,10,1,1,,1,,6,171,,,,122,,2,2,,51,,,,122,,,2,2,,51,0,0,0,118,0,0,1,1,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,177,177,6,171,,,171,1,1,1,6,5,4,TRUE
Busoga,Kamuli District,Northern Division (Kamuli MC),Kamuli Prisons HC II,MbDNuTAMTyR,,O9rC6xjpUln,tKJG3sLuVfE,Northern Division,MbDNuTAMTyR,Kamuli District,Northern Division,Kamuli Prisons HC II,UPS,84974,CDC,FY2024Q4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,TRUE
Tooro,Kamwenge District,Kamwenge Town Council,Kamwenge HC III,ACckadqFYV7,,Dvqcqo6WK9y,pc2FTkOgXD2,Kamwenge Town council,ACckadqFYV7,Kamwenge District,Kamwenge Town Council,Kamwenge HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,516,,,10,83,40,94,14,115,5,61,1,46,,28,2,9,1,7,,19,496,,10,,110,15,194,,,197,172,,24,110,15,189,5,,,1,166,0,23,106,14,181,5,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,4,1,6,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,3,1,6,0,0,0,0,0,0,0,3,1,5,0,0,0,0,516,525,19,496,,10,496,3,3,14,5,11,9,TRUE
Tooro,Kamwenge District,Kamwenge Subcounty,Kamwenge Prison  Hc II,wtyMvPnfdEI,,TFBmXjxJOyE,QuuDDjxLFRe,Kamwenge Subcounty,wtyMvPnfdEI,Kamwenge District,Kamwenge Subcounty,Kamwenge Prison HC II,UPS,84974,CDC,FY2024Q4,8,,,,,1,,2,3,,,,,1,1,,,,,,,8,,,,,8,0,,,0,,,,,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,8,,,0,0,0,0,0,0,0,TRUE
Kampala,Kampala District,Central Division (Kampala CCA),Kamwokya Christian Caring Community HC III,vTqB8UrtjVT,,yR6WVV06zx1,tCjjKuunNPD,Central Division,vTqB8UrtjVT,Kampala District,Central Division,Kamwokya Christian Caring Community HC III,UEC,81974,CDC,FY2024Q4,269,,,5,75,30,28,5,41,3,26,8,11,2,16,1,9,3,6,,33,236,,,,65,12,57,,5,129,100,,25,65,12,32,25,,5,4,83,0,25,64,10,24,23,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,6,0,0,0,1,0,1,0,0,2,5,0,0,0,1,3,1,0,0,1,5,0,0,0,1,3,1,0,0,1,269,269,33,236,,,235,0,0,5,10,11,11,FALSE
North Central,Kayunga District,Kangulumira Subcounty,Kangulumira HC IV,RSFwMQwN99b,,YHJzWK3UAy0,yx2oiUE2BVs,Kangulumira Subcounty,RSFwMQwN99b,Kayunga District,Kangulumira Town Council,Kangulumira HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,297,,,11,19,50,18,4,53,10,33,3,28,3,15,5,19,3,23,,4,262,,18,,121,,46,3,55,72,30,,40,121,,34,12,3,55,2,28,0,40,102,0,32,12,3,43,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,297,284,4,262,,18,262,4,4,3,1,2,2,TRUE
North Central,Kayunga District,Kangulumira Subcounty,Kangulumira Prison HC II,brezeitRr58,,owyTjj6p9ra,yx2oiUE2BVs,Kangulumira Subcounty,brezeitRr58,Kayunga District,Kangulumira Town Council,Kangulumira Prison HC II,UPS,84974,CDC,FY2024Q4,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,0,,,0,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,0,0,0,1,1,1,1,TRUE
