Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL),Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male",subcounty_ART_total,pct_art_pop_subcounty,usaid,cdc,dod,Subcounty,District,County,Subcounty Population,subcounty_pop_adjusted
Eastern Region,East Central,LVFyV61bpdi,Kamuli District,Southern Division,Kamuli General Hospital,MJAP East Central,82000.0,USAID,j5acG9f888O,LVFyV61bpdi,Kamuli District,Southern Division,Kamuli General Hospital,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,2640,0.0,0.0,8.0,12.0,35.0,37.0,80.0,153.0,200.0,268.0,216.0,223.0,209.0,150.0,89.0,62.0,0.0,0.0,8.0,13.0,27.0,27.0,19.0,33.0,66.0,92.0,90.0,146.0,120.0,114.0,70.0,73.0,0,0,0,0,0,,,17,12,266,120,,,31,36,955,429,,,7,0,466,301,2714.0,0.972733972,1,0,0,Southern Division,Kamuli,Kamuli Municipality,28712.0,29573.36
Eastern Region,East Central,Zix3B1axH9x,Kamuli District,Northern Division,Kamuli Mission Hospital,UPMB LSD,81995.0,USAID,F4IUm0AIK50,Zix3B1axH9x,Kamuli District,Northern Division,Kamuli Mission Hospital,UPMB_LSD,81995,USAID,DSD,FY2025Q1,1736,0.0,0.0,4.0,10.0,28.0,30.0,49.0,158.0,223.0,240.0,154.0,137.0,68.0,57.0,23.0,23.0,0.0,0.0,3.0,10.0,14.0,14.0,16.0,33.0,56.0,77.0,78.0,83.0,60.0,45.0,22.0,21.0,0,0,0,0,0,,,2,3,92,12,,,11,4,120,56,,,29,20,950,437,1736.0,1.0,1,0,0,Northern Division,Kamuli,Kamuli Municipality,30272.0,31180.16
Western Region,Mid Western,ACckadqFYV7,Kamwenge District,Kamwenge Town Council,Kamwenge Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,Dvqcqo6WK9y,ACckadqFYV7,Kamwenge District,Kamwenge Town Council,Kamwenge Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,990,0.0,0.0,5.0,5.0,15.0,13.0,55.0,82.0,122.0,96.0,100.0,55.0,56.0,28.0,26.0,15.0,0.0,0.0,4.0,4.0,6.0,2.0,7.0,18.0,44.0,52.0,51.0,37.0,44.0,30.0,6.0,12.0,0,0,0,0,0,,,0,2,69,36,,,25,12,377,176,,,0,0,202,91,1697.0,0.5833824396,0,1,0,Kamwenge Town Council,Kamwenge,Kibale,19286.0,19864.58
Western Region,Mid Western,wtyMvPnfdEI,Kamwenge District,Kamwenge Subcounty,Kamwenge Prisons Health Centre II,UPS Follow-on,84974.0,CDC,TFBmXjxJOyE,wtyMvPnfdEI,Kamwenge District,Kamwenge Subcounty,Kamwenge Prisons Health Centre II,UPS,84974,CDC,DSD,FY2025Q1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0,16,0,0,0,,,0,0,0,16,,,0,0,0,0,,,0,0,0,0,16.0,1.0,0,1,0,Kamwenge,Kamwenge,Kibale,22010.0,22670.3
Western Region,South Western,Yy2ZLOpEx2S,Rukiga District,Kamwezi Subcounty,Kamwezi Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,Rw1vbaKQmUP,Yy2ZLOpEx2S,Rukiga District,Kamwezi Subcounty,Kamwezi Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,655,0.0,0.0,1.0,5.0,6.0,10.0,26.0,26.0,51.0,59.0,45.0,71.0,51.0,28.0,21.0,10.0,0.0,0.0,1.0,3.0,6.0,9.0,13.0,11.0,25.0,29.0,32.0,31.0,32.0,21.0,17.0,15.0,0,0,0,0,0,,,0,1,9,3,,,11,9,78,32,,,1,0,311,200,857.0,0.764294049,1,0,0,Kamwezi,Rukiga,Rukiga,26538.0,27334.14
Western Region,South Western,Z75FXqkhIGF,Rukiga District,Kamwezi Subcounty,Kamwezi Kashekye Health Centre III,UPMB LSD,81995.0,USAID,yf1i57yFt6K,Z75FXqkhIGF,Rukiga District,Kamwezi Subcounty,Kamwezi Kashekye Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,7.0,2.0,5.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,6.0,3.0,1.0,4.0,2.0,0,0,0,0,0,,,0,1,1,4,,,0,0,25,14,,,0,0,7,8,857.0,0.07001166861,1,0,0,Kamwezi,Rukiga,Rukiga,26538.0,27334.14
Central Region,Kampala,vTqB8UrtjVT,Kampala District,Central Division,Kamwokya Christian Caring Community,UEC,81974.0,CDC,yR6WVV06zx1,vTqB8UrtjVT,Kampala District,Central Division,Kamwokya Christian Caring Community,UEC,81974,CDC,DSD,FY2025Q1,3553,0.0,0.0,3.0,2.0,14.0,29.0,92.0,173.0,245.0,314.0,378.0,367.0,369.0,243.0,139.0,96.0,0.0,0.0,6.0,8.0,6.0,17.0,18.0,38.0,70.0,116.0,179.0,168.0,184.0,125.0,84.0,70.0,0,1,2,0,0,,,3,9,190,96,,,14,11,1454,582,,,0,0,803,391,19711.0,0.1802546801,0,1,0,Central Division,Kampala,KCCA,150336.0,154846.08000000002
Western Region,Mid Western,aXspFLZSsut,Kasese District,Karusandara Subcounty,Kanamba Health Centre III,UPMB,84980.0,CDC,ShxVGzV3t1j,aXspFLZSsut,Kasese District,Karusandara Subcounty,Kanamba Health Centre III,UPMB,84980,CDC,DSD,FY2025Q1,73,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,9.0,13.0,8.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,0,0,0,0,0,,,0,1,1,0,,,1,1,48,21,,,0,0,0,0,319.0,0.2288401254,0,1,0,Karusandara,Kasese,Busongora,11957.0,12315.710000000001
Western Region,South Western,NkER3oDFQZb,Rukiga District,Bukinda Subcounty,Kandago Health Centre II,JCRC Kigezi Lango,81997.0,USAID,IBM7hayW5Za,NkER3oDFQZb,Rukiga District,Bukinda Subcounty,Kandago Health Centre II,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,14,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,4,3,,,0,0,4,1,,,0,0,1,1,14.0,1.0,1,0,0,Bukinda,Rukiga,Rukiga,9858.0,10153.74
Eastern Region,Mid Eastern,zgyDdqkSzJA,Butaleja District,Himutu Subcounty,Kangalaba Health Centre III,Baylor Eastern Region,82001.0,USAID,yJongCZJGcC,zgyDdqkSzJA,Butaleja District,Himutu Subcounty,Kangalaba Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,128,0.0,0.0,1.0,2.0,1.0,0.0,5.0,9.0,12.0,13.0,14.0,14.0,7.0,7.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,7.0,2.0,4.0,3.0,3.0,5.0,0,0,0,0,0,,,0,2,2,0,,,3,1,42,12,,,1,0,45,20,128.0,1.0,1,0,0,Himutu,Butaleja,Bunyole,14724.0,15165.720000000001
Central Region,Central 2,jAkXsSQHYAZ,Kayunga District,Kangulumira Subcounty,Kangulumira I.H.P Health Centre II,WALTER REED-MUWRP,160699.0,DOD,XnTYWRmLzad,jAkXsSQHYAZ,Kayunga District,Kangulumira Subcounty,Kangulumira I.H.P Health Centre II,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,215,0.0,0.0,0.0,1.0,2.0,2.0,17.0,25.0,35.0,21.0,18.0,15.0,9.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,9.0,10.0,6.0,8.0,6.0,0.0,4.0,0,0,0,0,0,,,0,2,21,7,,,3,1,57,13,,,0,0,77,34,215.0,1.0,0,0,1,Kangulumira,Kayunga,Ntenjeru,107508.0,110733.24
Central Region,Central 1,XsLMulDu2aw,Gomba District,Kanoni Town Council,Kanoni Health Centre III,IDI Masaka Wakiso Region,87029.0,CDC,lY7LAJy6w99,XsLMulDu2aw,Gomba District,Kanoni Town Council,Kanoni Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,1392,0.0,0.0,5.0,10.0,16.0,20.0,61.0,118.0,157.0,151.0,119.0,110.0,80.0,38.0,34.0,25.0,0.0,1.0,1.0,9.0,17.0,10.0,5.0,24.0,49.0,62.0,73.0,54.0,53.0,42.0,25.0,23.0,0,0,0,0,0,,,4,3,86,16,,,27,25,577,240,,,0,0,250,164,1392.0,1.0,0,1,0,Kanoni Town Council,Gomba,Gomba,24878.0,25624.34
Western Region,South Western,EU9ZacQmfpW,Kanungu District,Kanungu Town Council,Kanungu Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,tR4nLonlUIw,EU9ZacQmfpW,Kanungu District,Kanungu Town Council,Kanungu Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1468,0.0,0.0,2.0,8.0,18.0,20.0,53.0,121.0,152.0,144.0,127.0,74.0,80.0,47.0,23.0,24.0,0.0,0.0,4.0,3.0,12.0,14.0,18.0,31.0,75.0,94.0,76.0,90.0,58.0,46.0,28.0,26.0,0,0,0,0,0,,,2,3,17,13,,,24,15,117,54,,,2,1,731,489,2138.0,0.6866230122,1,0,0,Kanungu Town Council,Kanungu,Kinkiizi,15056.0,15507.68
Northern Region,Mid Northern,N5mmOltRto8,Mitooma District,Kanyabwanga Subcounty,Kanyabwanga HC III,TASO Ankole Acholi,81998.0,USAID,JmegqJFoJig,N5mmOltRto8,Mitooma District,Kanyabwanga Subcounty,Kanyabwanga Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,168,0.0,0.0,0.0,0.0,2.0,1.0,15.0,23.0,19.0,21.0,15.0,6.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,10.0,9.0,8.0,5.0,8.0,1.0,1.0,0,0,0,0,0,,,0,0,4,1,,,2,0,21,5,,,0,0,88,47,168.0,1.0,1,0,0,Kanyabwanga,Mitooma,Ruhinda,18362.0,18912.86
Western Region,Mid Western,ZqwV5PWv4Pt,Bundibugyo District,Tokwe Subcounty,Kanyamwirima Army Health Centre III,URC DOD/UPDF,160698.0,DOD,OELkOLxvZxB,ZqwV5PWv4Pt,Bundibugyo District,Tokwe Subcounty,Kanyamwirima Army Health Centre III,URC_DOD_UPDF,160698,DOD,DSD,FY2025Q1,159,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,21.0,17.0,13.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,11.0,19.0,18.0,11.0,5.0,5.0,2.0,0,0,0,0,0,,,0,2,5,1,,,1,2,40,44,,,0,0,33,31,159.0,1.0,0,0,1,Tokwe,Bundibugyo,Bwamba,11767.0,12120.01
Western Region,South Western,NLIAgxXVsuv,Kanungu District,Kanyantorogo Subcounty,Kanyantorogo Health Centre III,JCRC Kigezi Lango,81997.0,USAID,ryVnvSpIbmJ,NLIAgxXVsuv,Kanungu District,Kanyantorogo Subcounty,Kanyantorogo Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,714,0.0,0.0,1.0,4.0,9.0,9.0,23.0,44.0,68.0,78.0,68.0,52.0,44.0,23.0,15.0,16.0,0.0,0.0,2.0,4.0,7.0,14.0,3.0,10.0,21.0,46.0,40.0,36.0,27.0,18.0,19.0,13.0,0,0,0,0,0,,,0,1,7,0,,,2,1,72,25,,,12,11,361,222,752.0,0.9494680851,1,0,0,Kanyantorogo,Kanungu,Kinkiizi,18949.0,19517.47
Northern Region,Mid Northern,GVN2Bcibhmd,Kiruhura District,Kanyaryeru Subcounty,Kanyaryeru (Lake Mburo) Health Centre III,TASO Ankole Acholi,81998.0,USAID,x3ebTA27U1e,GVN2Bcibhmd,Kiruhura District,Kanyaryeru Subcounty,Kanyaryeru (Lake Mburo) Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,285,0.0,0.0,2.0,3.0,0.0,3.0,8.0,18.0,37.0,31.0,27.0,29.0,13.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,8.0,17.0,29.0,9.0,12.0,11.0,3.0,5.0,0,0,0,0,0,,,0,0,41,3,,,4,0,45,28,,,1,1,89,73,285.0,1.0,1,0,0,Kanyaryeru,Kiruhura,Nyabushozi,7485.0,7709.55
Central Region,Central 2,tRp6KcZwgQr,Mubende District,Butoloogo Subcounty,Kanyogoga Health Centre II,Baylor Fort Portal Mubende Region,87039.0,CDC,g4MnAUriuj6,tRp6KcZwgQr,Mubende District,Butoloogo Subcounty,Kanyogoga Health Centre II,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,18,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,,,0,1,2,1,,,0,0,10,4,,,0,0,0,0,268.0,0.0671641791,0,1,0,Butoloogo,Mubende,Buwekula,88748.0,91410.44
Eastern Region,North East,al7HcOssdLZ,Kumi District,Kanyum Subcounty,Kanyum Health Centre III,AIC Soroti  Region,87041.0,CDC,NT1JFoqMw4h,al7HcOssdLZ,Kumi District,Kanyum Town Council,Kanyum Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,343,0.0,0.0,3.0,0.0,4.0,8.0,12.0,17.0,21.0,30.0,42.0,25.0,26.0,11.0,8.0,8.0,0.0,0.0,0.0,2.0,3.0,7.0,5.0,5.0,6.0,15.0,19.0,17.0,18.0,12.0,14.0,5.0,0,0,0,0,0,,,0,0,6,3,,,7,5,193,112,,,0,0,9,8,541.0,0.6340110906,0,1,0,Kanyum,Kumi,Kumi,41801.0,43055.03
Northern Region,Mid Northern,aKwOiCIvmn5,Isingiro District,Kabuyanda Subcounty,Kanywamaizi Health Centre III,TASO Ankole Acholi,81998.0,USAID,qqenNaNm9R1,aKwOiCIvmn5,Isingiro District,Kabuyanda Subcounty,Kanywamaizi Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,176,0.0,0.0,1.0,1.0,1.0,1.0,12.0,28.0,23.0,21.0,14.0,8.0,8.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,7.0,5.0,8.0,7.0,4.0,6.0,3.0,3.0,0,0,0,0,0,,,0,0,19,3,,,2,3,50,10,,,1,2,52,34,188.0,0.9361702128,1,0,0,Kabuyanda,Isingiro,Isingiro,21193.0,21828.79
Northern Region,Mid Northern,aDcEum2g6mY,Ibanda District,Kicuzi Subcounty,Kanywambogo Health Centre III,TASO Ankole Acholi,81998.0,USAID,lb7LohwkD5i,aDcEum2g6mY,Ibanda District,Kicuzi Subcounty,Kanywambogo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,240,0.0,0.0,0.0,2.0,2.0,9.0,25.0,26.0,30.0,21.0,11.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,4.0,9.0,17.0,15.0,11.0,12.0,5.0,5.0,5.0,4.0,0,0,0,0,0,,,2,8,22,11,,,1,0,22,21,,,1,0,95,57,240.0,1.0,1,0,0,Kicuzi,Ibanda,Ibanda,16510.0,17005.3
Western Region,Mid Western,cxmFH4hcpsH,Hoima District,Kigorobya Subcounty,Kapapi Health Centre III,Baylor Hoima Region,81977.0,CDC,ZJuvxR7JOxq,cxmFH4hcpsH,Hoima District,Kapapi Subcounty,Kapapi Health Centre III,Baylor_Hoima Region,81977,CDC,DSD,FY2025Q1,211,0.0,0.0,1.0,1.0,2.0,2.0,16.0,25.0,31.0,21.0,17.0,12.0,6.0,6.0,4.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,3.0,13.0,12.0,10.0,9.0,6.0,1.0,0.0,1.0,0,0,0,0,0,,,3,3,40,9,,,1,2,59,31,,,0,0,43,20,211.0,1.0,0,1,0,Kigorobya,Hoima,Bugahya,67121.0,69134.63
Eastern Region,Mid Eastern,zpmUD2YzPnn,Kapchorwa District,Central Division,Kapchorwa General Hospital,Baylor Eastern Region,82001.0,USAID,Jh6ptjONgf1,zpmUD2YzPnn,Kapchorwa District,Central Division,Kapchorwa General Hospital,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,1166,0.0,0.0,5.0,13.0,18.0,20.0,48.0,88.0,122.0,101.0,103.0,102.0,69.0,55.0,42.0,30.0,0.0,0.0,5.0,12.0,9.0,13.0,12.0,25.0,31.0,31.0,64.0,33.0,33.0,31.0,22.0,29.0,0,0,0,0,0,,,2,1,49,20,,,26,18,327,122,,,8,7,404,182,1166.0,1.0,1,0,0,Central Division,Kapchorwa,Kapchorwa Municipality,12795.0,13178.85
Central Region,Central 2,jloriHnudvr,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,VTHsyCzWAhl,jloriHnudvr,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,1347,0.0,0.0,4.0,8.0,14.0,15.0,48.0,124.0,171.0,170.0,161.0,104.0,59.0,41.0,19.0,22.0,0.0,0.0,5.0,11.0,10.0,10.0,7.0,28.0,40.0,55.0,68.0,50.0,48.0,25.0,11.0,19.0,0,0,0,0,0,,,8,8,104,36,,,18,18,401,182,,,0,0,429,143,1653.0,0.8148820327,0,1,0,Kapeeka,Nakaseke,Nakaseke,55666.0,57335.98
Eastern Region,North East,pGfuON6s6cD,Ngora District,Kapir Subcounty,Kapir Health Centre III,AIC Soroti  Region,87041.0,CDC,TC0feCtbmFL,pGfuON6s6cD,Ngora District,Kapir Subcounty,Kapir Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,336,0.0,0.0,2.0,2.0,5.0,9.0,13.0,14.0,29.0,30.0,31.0,19.0,27.0,19.0,17.0,9.0,0.0,0.0,0.0,2.0,4.0,5.0,3.0,2.0,6.0,12.0,15.0,12.0,17.0,12.0,10.0,10.0,0,0,0,0,0,,,4,2,24,1,,,10,3,96,50,,,0,1,92,53,336.0,1.0,0,1,0,Kapir,Ngora,Ngora,31208.0,32144.24
Eastern Region,Mid Eastern,apNXE4NwXoP,Bukwo District,Kaptererwo Subcounty,Kapkoloswo Health Centre III,Baylor Eastern Region,82001.0,USAID,jR9MnHtjORk,apNXE4NwXoP,Bukwo District,Kaptererwo Subcounty,Kapkoloswo Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,374,0.0,0.0,0.0,2.0,4.0,0.0,21.0,32.0,45.0,36.0,48.0,23.0,21.0,16.0,10.0,7.0,0.0,0.0,1.0,4.0,4.0,5.0,7.0,10.0,6.0,13.0,18.0,16.0,10.0,5.0,5.0,5.0,0,0,0,0,0,,,1,2,11,3,,,5,7,81,31,,,0,0,167,66,374.0,1.0,1,0,0,Kaptererwo,Bukwo,Kongasis,8736.0,8998.08
Eastern Region,North East,uRzFsC6osk8,Katakwi District,Kapujan Subcounty,Kapujan Health Centre III,AIC Soroti  Region,87041.0,CDC,pMhaxDU5rM3,uRzFsC6osk8,Katakwi District,Kapujan Subcounty,Kapujan Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,248,0.0,0.0,1.0,2.0,2.0,5.0,8.0,17.0,11.0,30.0,27.0,19.0,10.0,12.0,3.0,14.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,5.0,12.0,12.0,8.0,17.0,8.0,9.0,6.0,0,0,0,0,0,,,4,3,21,1,,,1,3,79,50,,,0,0,56,30,248.0,1.0,0,1,0,Kapujan,Katakwi,Toroma,13084.0,13476.52
Western Region,Mid Western,a8xSlfCfK8l,Kasese District,Karambi Subcounty,Karambi (Kasese) Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,k7Isb0leZcN,a8xSlfCfK8l,Kasese District,Karambi Subcounty,Karambi (Kasese) Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,147,0.0,0.0,0.0,0.0,3.0,1.0,13.0,21.0,16.0,18.0,13.0,10.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,14.0,8.0,5.0,1.0,1.0,1.0,1.0,0,0,0,0,0,,,0,0,16,4,,,3,0,4,0,,,0,2,83,35,147.0,1.0,0,1,0,Karambi,Kasese,Bukonzo,25792.0,26565.760000000002
Western Region,South Western,N57ydf9ABlg,Rukungiri District,Southern Division,Karoli Lwanga (Nyakibale) Hospital,UPMB LSD,81995.0,USAID,Hgj4E7axPOK,N57ydf9ABlg,Rukungiri District,Southern Division,Karoli Lwanga (Nyakibale) Hospital,UPMB_LSD,81995,USAID,DSD,FY2025Q1,1830,0.0,0.0,2.0,8.0,23.0,21.0,27.0,79.0,157.0,198.0,136.0,165.0,110.0,88.0,54.0,44.0,0.0,0.0,0.0,10.0,14.0,26.0,15.0,27.0,56.0,87.0,97.0,112.0,75.0,73.0,58.0,68.0,0,0,0,0,0,,,2,3,71,14,,,27,17,273,225,,,4,4,731,455,1928.0,0.9491701245,1,0,0,Southern Division,Rukungiri,Rukungiri Municipality,9214.0,9490.42
Western Region,Mid Western,A6P3WOAXDru,Ntoroko District,Karugutu Town Council,Karugutu Health Centre IV,Baylor Fort Portal Mubende Region,87039.0,CDC,i0IpKLx3MjC,A6P3WOAXDru,Ntoroko District,Karugutu Town Council,Karugutu Health Centre IV,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,1117,0.0,0.0,3.0,8.0,14.0,36.0,47.0,112.0,149.0,112.0,117.0,50.0,46.0,43.0,18.0,13.0,0.0,1.0,5.0,10.0,18.0,8.0,13.0,22.0,48.0,42.0,45.0,38.0,48.0,20.0,18.0,13.0,0,0,0,0,0,,,1,5,65,26,,,24,29,385,157,,,0,0,293,132,1117.0,1.0,0,1,0,Karugutu Town Council,Ntoroko,Ntoroko,10483.0,10797.49
Western Region,South Western,KPpGdhcZvNE,Rukungiri District,Kebisoni Subcounty,Karuhembe Health Centre III,JCRC Kigezi Lango,81997.0,USAID,gEFEC0yGeCG,KPpGdhcZvNE,Rukungiri District,Kebisoni Subcounty,Karuhembe Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,41,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,5,5,,,0,0,12,1,,,0,0,16,2,90.0,0.4555555556,1,0,0,Kebisoni,Rukungiri,Rubabo,22442.0,23115.260000000002
Northern Region,Mid Northern,Q2xPLKiCPXu,Buhweju District,Karungu Subcounty,Karungu (Buhweju) Health Centre III,TASO Ankole Acholi,81998.0,USAID,PJbO1hykMsV,Q2xPLKiCPXu,Buhweju District,Karungu Subcounty,Karungu (Buhweju) Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,360,0.0,0.0,1.0,2.0,5.0,11.0,23.0,33.0,43.0,29.0,16.0,15.0,12.0,3.0,9.0,6.0,0.0,0.0,2.0,2.0,4.0,2.0,6.0,22.0,27.0,27.0,25.0,8.0,9.0,9.0,6.0,3.0,0,0,0,0,0,,,0,2,21,15,,,5,4,89,59,,,3,2,90,70,377.0,0.9549071618,1,0,0,Karungu,Buhweju,Buhweju,15438.0,15901.140000000001
Western Region,Mid Western,XOOHZdLmPvN,Kasese District,Karusandara Subcounty,Karusandara Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,tRjzxo8MsWU,XOOHZdLmPvN,Kasese District,Karusandara Subcounty,Karusandara Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,246,0.0,0.0,0.0,2.0,2.0,2.0,8.0,16.0,20.0,21.0,20.0,16.0,18.0,9.0,14.0,9.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,5.0,6.0,17.0,12.0,13.0,11.0,5.0,6.0,5.0,0,0,0,0,0,,,0,0,5,5,,,4,2,45,27,,,0,3,103,52,319.0,0.7711598746,0,1,0,Karusandara,Kasese,Busongora,11957.0,12315.710000000001
